,電影名稱,電影場次,電影評分,預告片,封面,影城,地址,票價,分類,票房,金額
30,奇異博士2：失控多重宇宙,13:05,98%,https://movies.yahoo.com.tw/video/%E5%A5%87%E7%95%B0%E5%8D%9A%E5%A3%AB2-%E5%A4%B1%E6%8E%A7%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E5%A4%A2%E9%AD%98%E7%AF%87%E9%A0%90%E5%91%8A-063947770.html?movie_id=12136,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/rzHcO2XZWzQxrMn1TlMG-1280x1827.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '奇幻', '劇情']",762386.0,202549418.0
31,奇異博士2：失控多重宇宙,14:45,98%,https://movies.yahoo.com.tw/video/%E5%A5%87%E7%95%B0%E5%8D%9A%E5%A3%AB2-%E5%A4%B1%E6%8E%A7%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E5%A4%A2%E9%AD%98%E7%AF%87%E9%A0%90%E5%91%8A-063947770.html?movie_id=12136,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/rzHcO2XZWzQxrMn1TlMG-1280x1827.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '奇幻', '劇情']",762386.0,202549418.0
32,奇異博士2：失控多重宇宙,15:40,98%,https://movies.yahoo.com.tw/video/%E5%A5%87%E7%95%B0%E5%8D%9A%E5%A3%AB2-%E5%A4%B1%E6%8E%A7%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E5%A4%A2%E9%AD%98%E7%AF%87%E9%A0%90%E5%91%8A-063947770.html?movie_id=12136,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/rzHcO2XZWzQxrMn1TlMG-1280x1827.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '奇幻', '劇情']",762386.0,202549418.0
33,奇異博士2：失控多重宇宙,17:20,98%,https://movies.yahoo.com.tw/video/%E5%A5%87%E7%95%B0%E5%8D%9A%E5%A3%AB2-%E5%A4%B1%E6%8E%A7%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E5%A4%A2%E9%AD%98%E7%AF%87%E9%A0%90%E5%91%8A-063947770.html?movie_id=12136,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/rzHcO2XZWzQxrMn1TlMG-1280x1827.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '奇幻', '劇情']",762386.0,202549418.0
34,奇異博士2：失控多重宇宙,18:15,98%,https://movies.yahoo.com.tw/video/%E5%A5%87%E7%95%B0%E5%8D%9A%E5%A3%AB2-%E5%A4%B1%E6%8E%A7%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E5%A4%A2%E9%AD%98%E7%AF%87%E9%A0%90%E5%91%8A-063947770.html?movie_id=12136,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/rzHcO2XZWzQxrMn1TlMG-1280x1827.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '奇幻', '劇情']",762386.0,202549418.0
35,奇異博士2：失控多重宇宙,19:55,98%,https://movies.yahoo.com.tw/video/%E5%A5%87%E7%95%B0%E5%8D%9A%E5%A3%AB2-%E5%A4%B1%E6%8E%A7%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E5%A4%A2%E9%AD%98%E7%AF%87%E9%A0%90%E5%91%8A-063947770.html?movie_id=12136,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/rzHcO2XZWzQxrMn1TlMG-1280x1827.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '奇幻', '劇情']",762386.0,202549418.0
36,奇異博士2：失控多重宇宙,20:50,98%,https://movies.yahoo.com.tw/video/%E5%A5%87%E7%95%B0%E5%8D%9A%E5%A3%AB2-%E5%A4%B1%E6%8E%A7%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E5%A4%A2%E9%AD%98%E7%AF%87%E9%A0%90%E5%91%8A-063947770.html?movie_id=12136,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/rzHcO2XZWzQxrMn1TlMG-1280x1827.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '奇幻', '劇情']",762386.0,202549418.0
37,奇異博士2：失控多重宇宙,22:30,98%,https://movies.yahoo.com.tw/video/%E5%A5%87%E7%95%B0%E5%8D%9A%E5%A3%AB2-%E5%A4%B1%E6%8E%A7%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E5%A4%A2%E9%AD%98%E7%AF%87%E9%A0%90%E5%91%8A-063947770.html?movie_id=12136,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/rzHcO2XZWzQxrMn1TlMG-1280x1827.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '奇幻', '劇情']",762386.0,202549418.0
38,奇異博士2：失控多重宇宙,23:25,98%,https://movies.yahoo.com.tw/video/%E5%A5%87%E7%95%B0%E5%8D%9A%E5%A3%AB2-%E5%A4%B1%E6%8E%A7%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E5%A4%A2%E9%AD%98%E7%AF%87%E9%A0%90%E5%91%8A-063947770.html?movie_id=12136,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/rzHcO2XZWzQxrMn1TlMG-1280x1827.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '奇幻', '劇情']",762386.0,202549418.0
39,我吃了那男孩一整年的早餐,10:30,98%,https://movies.yahoo.com.tw/video/%E6%88%91%E5%90%83%E4%BA%86%E9%82%A3%E7%94%B7%E5%AD%A9-%E6%95%B4%E5%B9%B4%E7%9A%84%E6%97%A9%E9%A4%90-%E4%BA%BA%E7%89%A9%E8%A7%92%E8%89%B2%E7%AF%87-165615008.html?movie_id=12202,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/January2022/mGCDsi857vtwQY0dEnCd-1080x1530.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['愛情', '劇情']",306209.0,73260741.0
40,劇場版 咒術迴戰 0,16:30,96%,https://movies.yahoo.com.tw/video/%E5%8A%87%E5%A0%B4%E7%89%88-%E5%92%92%E8%A1%93%E8%BF%B4%E6%88%B0-0-%E6%AD%A3%E5%BC%8F%E9%A0%90%E5%91%8A-155846363.html?movie_id=12385,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/January2022/I2Sygucd2Fgiv8RyJZGr-1080x1542.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動畫', '奇幻']",891442.0,231692330.0
41,頭七,10:50,88%,https://movies.yahoo.com.tw/video/%E9%A0%AD%E4%B8%83-%E6%AD%A3%E5%BC%8F%E9%A0%90%E5%91%8A-024844579.html?movie_id=12430,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/5TYtQSNnyRiSvYk71qhC-1280x1850.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['恐怖', '懸疑/驚悚']",120091.0,27442996.0
42,售命,10:30,76%,https://movies.yahoo.com.tw/video/%E5%94%AE%E5%91%BD-%E4%BA%BA%E7%89%A9%E7%8D%A8%E7%99%BD-tony%E5%8A%89-%E5%AD%AB%E8%88%88-075152867.html?movie_id=12667,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/3FoVA64X6Zu1uLAlZ2qo-1080x1537.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '犯罪']",16150.0,2871714.0
43,少年吔,11:40,78%,https://movies.yahoo.com.tw/video/%E5%B0%91%E5%B9%B4%E5%90%94-%E6%AD%A3%E5%BC%8F%E9%A0%90%E5%91%8A-144622150.html?movie_id=12687,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/February2022/o69axPeHfwtdHoCEaAS2-1080x1594.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,['劇情'],138630.0,32417725.0
44,媽的多重宇宙,10:30,87%,https://movies.yahoo.com.tw/video/%E5%AA%BD%E7%9A%84%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E6%AD%A3%E5%BC%8F%E9%A0%90%E5%91%8A-071550613.html?movie_id=12804,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/eJLS7BFacgQXl6hbNAAv-1080x1542.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '冒險', '喜劇']",238908.0,59009959.0
45,媽的多重宇宙,16:00,87%,https://movies.yahoo.com.tw/video/%E5%AA%BD%E7%9A%84%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E6%AD%A3%E5%BC%8F%E9%A0%90%E5%91%8A-071550613.html?movie_id=12804,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/eJLS7BFacgQXl6hbNAAv-1080x1542.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '冒險', '喜劇']",238908.0,59009959.0
46,媽的多重宇宙,21:30,87%,https://movies.yahoo.com.tw/video/%E5%AA%BD%E7%9A%84%E5%A4%9A%E9%87%8D%E5%AE%87%E5%AE%99-%E6%AD%A3%E5%BC%8F%E9%A0%90%E5%91%8A-071550613.html?movie_id=12804,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/eJLS7BFacgQXl6hbNAAv-1080x1542.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '冒險', '喜劇']",238908.0,59009959.0
47,超吉任務,15:20,98%,https://movies.yahoo.com.tw/video/%E8%B6%85%E5%90%89%E4%BB%BB%E5%8B%99-%E4%B8%AD%E6%96%87%E9%A0%90%E5%91%8A-160835749.html?movie_id=12890,https://movies.yahoo.com.tw/x/r/w420/i/o/production/movies/March2022/3HIxYQVqyFQ7iMEqNluz-992x1418.jpg,欣欣秀泰,台北市中山區林森北路247號4樓,290,"['動作', '喜劇']",32915.0,7730502.0
